label;study;year;country;center;matching;stars;robins;post2018;start;end;nexp;mexp;sexp;nctrl;mctrl;sctrl;r
1542;Masson-Lecomte et al. 2013;2013;France;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2008;31/12/2010;42;0.139;0.067;58;0.154;0.07;0
1083;Mearini et al. 2016;2016;Italy;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2006;31/12/2015;3;0.007;0.026;16;0.017;0.025;0
1087;Minervini et al. 2013;2013;Italy;Multicenter studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published before 2018;1/1/2010;31/12/2011;104;0.12;0.055;198;0.171;0.085;0
1532;Miyake et al. 2015;2015;Japan;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2012;31/5/2014;16;0.093;0.035;15;0.107;0.052;0
1091;Motoyama et al. 2019;2019;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/7/2010;31/8/2017;37;0.101;0.049;37;0.097;0.062;0
1530;Nelson et al. 2018;2018;USA;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/2011;30/9/2016;31;0.131;0.045;170;0.171;0.091;0
1098;Oh et al. 2014;2014;Korea;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/5/2003;31/5/2013;100;0.145;0.075;100;0.165;0.093;0
1100;Oh et al. 2016;2016;Korea;Single-center studies;Studies with patient matching;7;Serious Risk of Bias;Studies published before 2018;1/5/2003;31/7/2015;299;0.179;0.086;299;0.134;0.067;0
1113;Porpiglia et al. 2016;2016;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;82;0.131;0.06;107;0.131;0.051;0
1644;Pradere et al. 2017;2017;France;Multicenter studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2008;31/12/2015;137;0.125;0.071;131;0.123;0.092;0
1123;Saoud et al. 2017;2017;Lebanon;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/7/2013;31/7/2015;15;0.064;0.018;19;0.146;0.041;0
1055;Sawada et al. 2021;2021;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/1/2005;31/12/2020;57;0.093;0.034;55;0.152;0.064;0
1131;Soisrithong et al. 2021;2021;Thailand;Single-center studies;Studies without patient matching;7;Serious Risk of Bias;Studies published after 2018;1/1/2009;31/12/2018;41;0.115;0.039;18;0.288;0.184;0
1672;Tachibana et al. 2019;2019;Japan;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2004;31/12/2016;248;0.108;0.049;248;0.214;0.117;0
1525;Tachibana et al. 2020;2020;Japan;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2004;31/12/2018;411;0.13;0.067;411;0.228;0.117;0
1539;Takagi et al. 2016;2016;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published before 2018;1/1/2012;31/12/2014;48;0.109;0.045;48;0.209;0.089;0
1535;Takagi et al. 2017;2017;Japan;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2012;31/12/2015;40;0.112;0.053;40;0.195;0.1;0
1511;Takahara et al. 2022;2022;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/8/2007;30/9/2017;39;0.109;0.054;39;0.16;0.068;0
1135;Tan et al. 2018;2018;Australia;Single-center studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2010;31/12/2016;144;0.131;0.045;8;0.131;0.063;0
1142;Vittori et al. 2014;2014;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published before 2018;1/1/2010;31/12/2011;65;0.12;0.055;95;0.171;0.085;0
1144;Wang et al. 2016;2016;China;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2007;31/12/2014;201;0.174;0.08;266;0.201;0.099;0
1153;Wu et al. 2014;2014;China;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;51;0.096;0.043;94;0.117;0.049;0
1663;Yu et al. 2019;2019;Korea;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/2/2004;30/4/2017;303;0.228;0.106;303;0.131;0.051;0
1162;Zargar et al. 2014;2014;USA;Multicenter studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/1/2007;31/12/2013;32;0.101;0.05;77;0.164;0.087;0
1524;Zeuschner et al. 2021;2021;Germany;Single-center studies;Studies with patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/1/2007;31/12/2018;500;0.121;0.084;313;0.138;0.098;0
1733;Zeuschner et al. 2023;2023;Germany;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2020;31/12/2021;54;0.094;0.067;54;0.127;0.063;0
1002;Abedali et al. 2020;2020;USA;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/11/2008;31/7/2016;148;0.093;0.042;74;0.126;0.082;0.1
1001;Abedali et al. 2020;2020;USA;Multicenter studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/1/2004;31/12/2016;11;0.048;0.033;12;0.113;0.091;0.1
1647;Acar et al. 2014;2014;Turkey;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/5/2010;31/12/2014;19;0.173;0.062;28;0.184;0.083;0.1
1426;Acar et al. 2015;2015;Turkey;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/5/2010;31/12/2014;59;0.061;0.08;74;0.08;0.095;0.1
1665;Antonelli et al. 2022;2022;Italy;Multicenter studies;Studies without patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2013;31/12/2016;981;0.122;0.055;886;0.138;0.061;0.1
1653;Audige et al. 2022;2022;France;Multicenter studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2007;31/12/2019;201;0.126;0.051;204;0.081;0.057;0.1
1014;Banapour et al. 2018;2018;USA;Multicenter studies;Studies with patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/1/2007;31/12/2014;163;0.097;0.04;176;0.142;0.08;0.1
1595;Benichou et al. 2022;2022;France;Multicenter studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/1988;31/12/2020;60;0.112;0.067;52;0.138;0.095;0.1
1410;Bianchi et al. 2020;2020;Italy;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2006;31/12/2017;65;0.065;0.026;175;0.136;0.062;0.1
1531;Borghesi et al. 2018;2018;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2011;31/12/2015;27;0.095;0.046;32;0.113;0.065;0.1
1017;Boylu et al. 2015;2015;Turkey;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;45;0.108;0.04;19;0.12;0.026;0.1
1019;Bravi et al. 2019;2019;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published after 2018;1/1/2013;31/12/2016;789;0.11;0.054;682;0.144;0.058;0.1
1727;Bravi et al. 2023;2023;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2004;31/12/2018;2404;0.121;0.065;1063;0.141;0.09;0.1
1650;Esen et al. 2013;2013;Turkey;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/5/2010;30/6/2012;32;0.15;0.049;23;0.139;0.051;0.1
1536;Ficarra et al. 2014;2014;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2009;31/1/2011;180;0.173;0.079;138;0.136;0.064;0.1
1038;Garisto et al. 2018;2018;USA;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/2006;31/12/2016;203;0.148;0.061;76;0.181;0.082;0.1
1037;Garisto et al. 2018;2018;USA;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2006;31/12/2017;51;0.134;0.045;102;0.149;0.054;0.1
1040;Ghali et al. 2019;2019;USA;Single-center studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/7/2008;30/6/2016;55;0.175;0.071;82;0.142;0.059;0.1
1400;Ghavimi et al. 2021;2021;Canada;Multicenter studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2011;31/10/2018;257;0.14;0.059;146;0.149;0.071;0.1
1538;Han et al. 2017;2017;Korea;Single-center studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published before 2018;1/7/2011;30/4/2014;147;0.157;0.052;354;0.11;0.041;0.1
1051;Harke et al. 2018;2018;Germany;Multicenter studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/4/2008;30/9/2016;62;0.082;0.026;65;0.143;0.071;0.1
1722;Hori et al. 2023;2023;Japan;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2007;30/10/2020;77;0.075;0.027;43;0.085;0.047;0.1
1725;Ingels et al. 2022;2022;France;Multicenter studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2014;30/6/2017;1295;0.149;0.083;500;0.172;0.089;0.1
1533;Kara et al. 2016;2016;USA;Single-center studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published before 2018;1/1/2011;31/1/2016;87;0.145;0.065;54;0.161;0.091;0.1
1657;Kim et al. 2012;2012;Korea;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/4/2009;30/6/2011;67;0.168;0.06;83;0.242;0.101;0.1
1062;Kim et al. 2019;2019;Korea;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/6/2003;31/3/2017;85;0.182;0.092;64;0.164;0.078;0.1
1067;Kowalewski et al. 2021;2021;Germany;Single-center studies;Studies with patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2010;31/12/2018;67;0.113;0.041;109;0.141;0.071;0.1
1735;Kowalewski et al. 2023;2023;Germany;Single-center studies;Studies with patient matching;9;Low Risk of Bias;Studies published after 2018;1/1/2020;1/1/2022;25;0.124;0.059;25;0.081;0.065;0.1
1654;Larcher et al. 2020;2020;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;31/12/2018;31/12/2019;2405;0.121;0.065;1063;0.141;0.09;0.1
1676;Laydner et al. 2013;2013;USA;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/3/2002;31/5/2012;554;0.147;0.137;204;0.142;0.089;0.1
1534;Lee et al. 2011;2011;Korea;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/5/2003;31/12/2010;69;0.137;0.062;232;0.145;0.071;0.1
1656;Lee et al. 2016;2016;Korea;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published before 2018;1/1/2007;31/12/2013;84;0.117;0.036;84;0.094;0.032;0.1
1523;Lee et al. 2021;2021;Korea;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/6/2003;30/4/2017;61;0.202;0.086;65;0.148;0.066;0.1
1077;Lucas et al. 2012;2012;USA;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2004;31/12/2010;25;0.138;0.039;48;0.152;0.092;0.1
1079;Luciani et al. 2017;2017;Italy;Single-center studies;Studies with patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2005;30/6/2016;110;0.116;0.049;73;0.03;0.042;0.1
1081;Malkoc et al. 2017;2017;USA;Single-center studies;Studies without patient matching;7;Serious Risk of Bias;Studies published before 2018;1/1/2009;30/11/2015;54;0.147;0.054;54;0.165;0.078;0.1
1542;Masson-Lecomte et al. 2013;2013;France;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2008;31/12/2010;42;0.137;0.064;58;0.152;0.066;0.1
1083;Mearini et al. 2016;2016;Italy;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2006;31/12/2015;3;0.007;0.026;16;0.017;0.025;0.1
1087;Minervini et al. 2013;2013;Italy;Multicenter studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published before 2018;1/1/2010;31/12/2011;104;0.119;0.052;198;0.168;0.08;0.1
1532;Miyake et al. 2015;2015;Japan;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2012;31/5/2014;16;0.092;0.034;15;0.106;0.05;0.1
1091;Motoyama et al. 2019;2019;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/7/2010;31/8/2017;37;0.1;0.047;37;0.096;0.06;0.1
1530;Nelson et al. 2018;2018;USA;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/2011;30/9/2016;31;0.13;0.043;170;0.169;0.087;0.1
1098;Oh et al. 2014;2014;Korea;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/5/2003;31/5/2013;100;0.142;0.071;100;0.163;0.089;0.1
1100;Oh et al. 2016;2016;Korea;Single-center studies;Studies with patient matching;7;Serious Risk of Bias;Studies published before 2018;1/5/2003;31/7/2015;299;0.177;0.081;299;0.132;0.064;0.1
1113;Porpiglia et al. 2016;2016;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;82;0.13;0.057;107;0.13;0.048;0.1
1644;Pradere et al. 2017;2017;France;Multicenter studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2008;31/12/2015;137;0.123;0.068;131;0.119;0.088;0.1
1123;Saoud et al. 2017;2017;Lebanon;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/7/2013;31/7/2015;15;0.064;0.017;19;0.146;0.04;0.1
1055;Sawada et al. 2021;2021;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/1/2005;31/12/2020;57;0.093;0.033;55;0.151;0.061;0.1
1131;Soisrithong et al. 2021;2021;Thailand;Single-center studies;Studies without patient matching;7;Serious Risk of Bias;Studies published after 2018;1/1/2009;31/12/2018;41;0.114;0.037;18;0.28;0.175;0.1
1672;Tachibana et al. 2019;2019;Japan;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2004;31/12/2016;248;0.107;0.047;248;0.211;0.112;0.1
1525;Tachibana et al. 2020;2020;Japan;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2004;31/12/2018;411;0.129;0.063;411;0.225;0.112;0.1
1539;Takagi et al. 2016;2016;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published before 2018;1/1/2012;31/12/2014;48;0.108;0.043;48;0.207;0.086;0.1
1535;Takagi et al. 2017;2017;Japan;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2012;31/12/2015;40;0.111;0.051;40;0.193;0.096;0.1
1511;Takahara et al. 2022;2022;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/8/2007;30/9/2017;39;0.107;0.052;39;0.158;0.065;0.1
1135;Tan et al. 2018;2018;Australia;Single-center studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2010;31/12/2016;144;0.13;0.042;8;0.129;0.06;0.1
1142;Vittori et al. 2014;2014;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published before 2018;1/1/2010;31/12/2011;65;0.119;0.052;95;0.168;0.08;0.1
1144;Wang et al. 2016;2016;China;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2007;31/12/2014;201;0.172;0.076;266;0.199;0.095;0.1
1153;Wu et al. 2014;2014;China;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;51;0.095;0.042;94;0.116;0.047;0.1
1663;Yu et al. 2019;2019;Korea;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/2/2004;30/4/2017;303;0.225;0.101;303;0.13;0.048;0.1
1162;Zargar et al. 2014;2014;USA;Multicenter studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/1/2007;31/12/2013;32;0.099;0.048;77;0.162;0.083;0.1
1524;Zeuschner et al. 2021;2021;Germany;Single-center studies;Studies with patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/1/2007;31/12/2018;500;0.117;0.08;313;0.134;0.093;0.1
1733;Zeuschner et al. 2023;2023;Germany;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2020;31/12/2021;54;0.091;0.064;54;0.125;0.06;0.1
1002;Abedali et al. 2020;2020;USA;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/11/2008;31/7/2016;148;0.092;0.04;74;0.124;0.078;0.2
1001;Abedali et al. 2020;2020;USA;Multicenter studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/1/2004;31/12/2016;11;0.047;0.032;12;0.111;0.088;0.2
1647;Acar et al. 2014;2014;Turkey;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/5/2010;31/12/2014;19;0.172;0.059;28;0.182;0.078;0.2
1426;Acar et al. 2015;2015;Turkey;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/5/2010;31/12/2014;59;0.059;0.078;74;0.077;0.092;0.2
1665;Antonelli et al. 2022;2022;Italy;Multicenter studies;Studies without patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2013;31/12/2016;981;0.12;0.052;886;0.137;0.058;0.2
1653;Audige et al. 2022;2022;France;Multicenter studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2007;31/12/2019;201;0.125;0.048;204;0.08;0.055;0.2
1014;Banapour et al. 2018;2018;USA;Multicenter studies;Studies with patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/1/2007;31/12/2014;163;0.097;0.038;176;0.139;0.076;0.2
1595;Benichou et al. 2022;2022;France;Multicenter studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/1988;31/12/2020;60;0.109;0.063;52;0.135;0.091;0.2
1410;Bianchi et al. 2020;2020;Italy;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2006;31/12/2017;65;0.065;0.025;175;0.135;0.059;0.2
1531;Borghesi et al. 2018;2018;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2011;31/12/2015;27;0.094;0.043;32;0.112;0.062;0.2
1017;Boylu et al. 2015;2015;Turkey;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;45;0.107;0.037;19;0.12;0.024;0.2
1019;Bravi et al. 2019;2019;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published after 2018;1/1/2013;31/12/2016;789;0.109;0.051;682;0.143;0.055;0.2
1727;Bravi et al. 2023;2023;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2004;31/12/2018;2404;0.119;0.062;1063;0.138;0.085;0.2
1650;Esen et al. 2013;2013;Turkey;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/5/2010;30/6/2012;32;0.15;0.047;23;0.138;0.048;0.2
1536;Ficarra et al. 2014;2014;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2009;31/1/2011;180;0.171;0.075;138;0.134;0.06;0.2
1038;Garisto et al. 2018;2018;USA;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/2006;31/12/2016;203;0.146;0.057;76;0.179;0.079;0.2
1037;Garisto et al. 2018;2018;USA;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2006;31/12/2017;51;0.133;0.043;102;0.148;0.051;0.2
1040;Ghali et al. 2019;2019;USA;Single-center studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published after 2018;1/7/2008;30/6/2016;55;0.173;0.067;82;0.141;0.055;0.2
1400;Ghavimi et al. 2021;2021;Canada;Multicenter studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2011;31/10/2018;257;0.139;0.056;146;0.147;0.067;0.2
1538;Han et al. 2017;2017;Korea;Single-center studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published before 2018;1/7/2011;30/4/2014;147;0.156;0.049;354;0.109;0.039;0.2
1051;Harke et al. 2018;2018;Germany;Multicenter studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/4/2008;30/9/2016;62;0.081;0.024;65;0.141;0.067;0.2
1722;Hori et al. 2023;2023;Japan;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2007;30/10/2020;77;0.074;0.026;43;0.084;0.045;0.2
1725;Ingels et al. 2022;2022;France;Multicenter studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2014;30/6/2017;1295;0.146;0.078;500;0.169;0.084;0.2
1533;Kara et al. 2016;2016;USA;Single-center studies;Studies without patient matching;6;Moderate Risk of Bias;Studies published before 2018;1/1/2011;31/1/2016;87;0.143;0.061;54;0.158;0.086;0.2
1657;Kim et al. 2012;2012;Korea;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/4/2009;30/6/2011;67;0.167;0.056;83;0.239;0.095;0.2
1062;Kim et al. 2019;2019;Korea;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/6/2003;31/3/2017;85;0.179;0.087;64;0.161;0.074;0.2
1067;Kowalewski et al. 2021;2021;Germany;Single-center studies;Studies with patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2010;31/12/2018;67;0.112;0.039;109;0.139;0.067;0.2
1735;Kowalewski et al. 2023;2023;Germany;Single-center studies;Studies with patient matching;9;Low Risk of Bias;Studies published after 2018;1/1/2020;1/1/2022;25;0.123;0.056;25;0.08;0.063;0.2
1654;Larcher et al. 2020;2020;Italy;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;31/12/2018;31/12/2019;2405;0.119;0.062;1063;0.138;0.085;0.2
1676;Laydner et al. 2013;2013;USA;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/3/2002;31/5/2012;554;0.139;0.13;204;0.138;0.084;0.2
1534;Lee et al. 2011;2011;Korea;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/5/2003;31/12/2010;69;0.136;0.059;232;0.143;0.067;0.2
1656;Lee et al. 2016;2016;Korea;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published before 2018;1/1/2007;31/12/2013;84;0.117;0.034;84;0.093;0.03;0.2
1523;Lee et al. 2021;2021;Korea;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/6/2003;30/4/2017;61;0.199;0.082;65;0.146;0.063;0.2
1077;Lucas et al. 2012;2012;USA;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2004;31/12/2010;25;0.138;0.037;48;0.15;0.088;0.2
1079;Luciani et al. 2017;2017;Italy;Single-center studies;Studies with patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2005;30/6/2016;110;0.115;0.046;73;0.029;0.041;0.2
1081;Malkoc et al. 2017;2017;USA;Single-center studies;Studies without patient matching;7;Serious Risk of Bias;Studies published before 2018;1/1/2009;30/11/2015;54;0.146;0.051;54;0.163;0.074;0.2
1542;Masson-Lecomte et al. 2013;2013;France;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2008;31/12/2010;42;0.136;0.061;58;0.15;0.062;0.2
1083;Mearini et al. 2016;2016;Italy;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2006;31/12/2015;3;0.006;0.026;16;0.016;0.024;0.2
1087;Minervini et al. 2013;2013;Italy;Multicenter studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published before 2018;1/1/2010;31/12/2011;104;0.118;0.049;198;0.166;0.076;0.2
1532;Miyake et al. 2015;2015;Japan;Single-center studies;Studies without patient matching;7;Moderate Risk of Bias;Studies published before 2018;1/1/2012;31/5/2014;16;0.091;0.032;15;0.105;0.047;0.2
1091;Motoyama et al. 2019;2019;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/7/2010;31/8/2017;37;0.099;0.045;37;0.094;0.058;0.2
1530;Nelson et al. 2018;2018;USA;Single-center studies;Studies without patient matching;6;Serious Risk of Bias;Studies published after 2018;1/1/2011;30/9/2016;31;0.13;0.041;170;0.167;0.083;0.2
1098;Oh et al. 2014;2014;Korea;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/5/2003;31/5/2013;100;0.14;0.067;100;0.161;0.084;0.2
1100;Oh et al. 2016;2016;Korea;Single-center studies;Studies with patient matching;7;Serious Risk of Bias;Studies published before 2018;1/5/2003;31/7/2015;299;0.174;0.077;299;0.13;0.061;0.2
1113;Porpiglia et al. 2016;2016;Italy;Multicenter studies;Studies without patient matching;9;Low Risk of Bias;Studies published before 2018;1/1/2009;31/12/2013;82;0.128;0.054;107;0.129;0.046;0.2
1644;Pradere et al. 2017;2017;France;Multicenter studies;Studies without patient matching;6;Serious Risk of Bias;Studies published before 2018;1/1/2008;31/12/2015;137;0.121;0.064;131;0.115;0.084;0.2
1123;Saoud et al. 2017;2017;Lebanon;Single-center studies;Studies without patient matching;5;Serious Risk of Bias;Studies published before 2018;1/7/2013;31/7/2015;15;0.064;0.017;19;0.146;0.039;0.2
1055;Sawada et al. 2021;2021;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/1/2005;31/12/2020;57;0.092;0.031;55;0.15;0.059;0.2
1131;Soisrithong et al. 2021;2021;Thailand;Single-center studies;Studies without patient matching;7;Serious Risk of Bias;Studies published after 2018;1/1/2009;31/12/2018;41;0.114;0.035;18;0.271;0.165;0.2
1672;Tachibana et al. 2019;2019;Japan;Single-center studies;Studies with patient matching;7;Moderate Risk of Bias;Studies published after 2018;1/1/2004;31/12/2016;248;0.106;0.045;248;0.208;0.107;0.2
1525;Tachibana et al. 2020;2020;Japan;Multicenter studies;Studies with patient matching;8;Low Risk of Bias;Studies published after 2018;1/1/2004;31/12/2018;411;0.127;0.06;411;0.222;0.106;0.2
1539;Takagi et al. 2016;2016;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published before 2018;1/1/2012;31/12/2014;48;0.107;0.041;48;0.206;0.082;0.2
1535;Takagi et al. 2017;2017;Japan;Single-center studies;Studies with patient matching;8;Low Risk of Bias;Studies published before 2018;1/1/2012;31/12/2015;40;0.11;0.049;40;0.191;0.092;0.2
1511;Takahara et al. 2022;2022;Japan;Single-center studies;Studies with patient matching;7;Low Risk of Bias;Studies published after 2018;1/8/2007;30/9/2017;39;0.106;0.05;39;0.157;0.061;0.2
1135;Tan et al. 2018;2018;Australia;Single-center studies;Studies without patient matching;8;Moderate Risk of Bias;Studies published after 2018;1/1/2010;31/12/2016;144;0.129;0.04;8;0.127;0.057;0.2
